huc12,HUC12_Name
030402060203,Town of Whiteville-White Marsh
030402060204,Cypress Creek-White Marsh
030402060301,Sasspan Branch-Boggy Branch
030402060302,Slap Swamp
030402060303,Green Swamp-Big Creek
030402060304,Lake Waccamaw
030402060305,Bogue Swamp
030402060306,Boggy Swamp-Waccamaw River
030402060401,Bear Pen Islands Swamp
030402060402,Honey Island Swamp
030402060403,Upper Juniper Creek
030402060404,Alligator Swamp
030402060405,Lower Juniper Creek
030402060501,Gum Swamp
030402060502,Headwaters Monie Swamp
030402060503,Toms Fork
030402060504,Juniper Swamp
030402060505,Monie Swamp-Grissett Swamp
030402060506,Grissett Swamp-Seven Creeks
030402060601,Horse Pen Swamp-Waccamaw River
030402060602,Gore Lake-Gore Creek
030402060603,Wet Ash Swamp
030402060604,Bear Branch-Waccamaw River
030402060605,Regan Branch-Waccamaw River
030402060701,Cawcaw Swamp
030402060702,Big Creek-Waccamaw River
030402060703,Buck Creek
030402060704,Bellamy Branch-Waccamaw River
030402060705,Simpson Creek
030402060706,Cold Water Branch-Waccamaw River
030402060801,Maple Swamp-Kingston Lake
030402060802,White Oak Swamp
030402060803,Kingston Lake
030402060901,Tilly Swamp
030402060902,Janes Big Swamp-Waccamaw River
030402060903,Steritt Swamp
030402060904,Dam Swamp-Waccamaw River
030402060905,Halfway Swamp-Waccamaw River
030402060906,Socastee Swamp-Atlantic Intracoastal Waterway
030402060907,Mills Pond-Waccamaw River
030402061001,Collins Creek
030402061002,Waccamaw River-Atlantic Intracoastal Waterway
030402061003,Outlet Waccamaw River-Atlantic Intracoastal Waterway
030402070101,Bond Swamp
030402070102,Boggy Swamp-Sampit River
030402070103,Ports Creek
030402070104,Upper Sampit River
030402070105,Pennyroyal Creek
030402070106,Lower Sampit River
030402070201,Negro Lake Run
030402070202,Upper Muddy Creek-Clark Creek
030402070203,Clark Creek-Great Pee Dee River
030402070204,Port Creek-Great Pee Dee River
030402070205,Great Pee Dee River
030402070206,Yauhannah Creek-Great Pee Dee River
030402070207,Cypress Creek-Great Pee Dee River
030402070208,Winyah Bay
030402070210,Atlantic Ocean
030402080101,Middle Swamp
030402080102,Headwaters Lockwoods Folly River
030402080103,Royal Oak Swamp
030402080104,Scotts Branch-Lockwoods Folly River
030402080105,Mill Creek
030402080106,Pamlico Creek-Lockwoods Folly River
030402080107,Town of Long Beach-Montgomery Slough
030402080108,Town of Long Beach-Long Beach
030402080201,Upper Shallotte River
030402080202,Middle Shallotte River
030402080203,Shallotte Creek
030402080204,Lower Shallotte River
030402080205,Holden Beach-Long Bay
030402080301,Upper Little River-Atlantic Intracoastal Waterway
030402080302,Calabash Creek
030402080303,Lower Little River-Atlantic Intracoastal Waterway
030402080304,Atlantic Ocean
030402080305,Atlantic Ocean
030402080306,Atlantic Ocean
030402080307,Atlantic Ocean
030402080308,Main Creek
030402080310,Atlantic Ocean
030402080311,Atlantic Ocean
030402080312,Atlantic Ocean
030402080313,Atlantic Ocean
030402080314,Atlantic Ocean
030402080401,Pawleys Island Creek
030402080402,Debidue Creek
030402080403,Atlantic Ocean
030402080404,Atlantic Ocean
030501010101,Curtis Creek
030501010102,Headwaters Catawba River
030501010103,Crooked Creek
030501010104,Buck Creek
030501010105,Mackey Creek-Catawba River
030501010106,Toms Creek-Catawba River
030501010201,Armstrong Creek
030501010202,North Fork Catawba River
030501010301,Upper Linville River
030501010302,Lower Linville River
030501010303,Lake James-Catawba River
030501010401,Upper Warrior Fork
030501010402,Irish Creek
030501010403,Lower Warrior Fork
030501010501,Upper Johns River
030501010502,Upper Wilson Creek
030501010503,Mulberry Creek
030501010504,Lower Wilson Creek
030501010505,Middle Johns River
030501010506,Lower Johns River
030501010601,North Muddy Creek
030501010602,South Muddy Creek
030501010603,North Muddy Creek-Muddy Creek
030501010604,Upper Silver Creek
030501010605,Canoe Creek
030501010606,Lower Silver Creek
030501010607,Shadrick Creek-Catawba River
030501010608,Hunting Creek-Catawba River
030501010701,Upper Lower Creek
030501010702,Middle Lower Creek
030501010703,Lower Lower Creek
030501010801,McGalliard Creek-Rhodhiss Lake
030501010802,Freemason Creek-Catawba River
030501010803,Gunpowder Creek
030501010804,Drowning Creek-Catawba River
030501010901,Upper Little River
030501010902,Upper Middle Little River
030501010903,Lower Middle Little River
030501010904,Lake Hickory-Catawba River
030501011001,Lambert Fork
030501011002,Grassy Creek-Lower Little River
030501011003,Stirewalt Creek-Lower Little River
030501011004,Glade Creek-Lower Little River
030501011005,Lookout Shoals Lake
030501011101,McLin Creek
030501011102,Lyle Creek
030501011103,Buffalo Shoals Creek
030501011104,Balls Creek
030501011105,Terrapin Creek-Lake Norman
030501011106,Stumpy Creek-Lake Norman
030501011201,Mountain Creek
030501011202,Little Creek-Lake Norman
030501011203,Reeds Creek-Lake Norman
030501011204,Catawba River-Lake Norman
030501011301,Upper Leepers Creek
030501011302,Lower Leepers Creek
030501011303,Upper Dutchmans Creek
030501011304,Lower Dutchmans Creek
030501011401,McDowell Creek
030501011402,Mountain Island Lake
030501011403,Long Creek
030501011404,Paw Creek-Lake Wylie
030501011405,Fites Creek-Catawba River
030501011406,Lake Wylie-Catawba River
030501011501,Upper Crowders Creek
030501011502,Catawba Creek
030501011503,Beaverdam Creek-Catawba River
030501011504,Lower Crowders Creek
030501011505,Mill Creek-Lake Wylie
030501011506,Allison Creek
030501011507,Little Allison Creek
030501011508,Torrence Branch-Lake Wylie
030501020101,Upper Henry Fork
030501020102,Middle Henry Fork
030501020103,Lower Henry Fork
030501020201,Upper Jacob Fork
030501020202,Lower Jacob Fork
030501020301,Maiden Creek
030501020302,Upper Clark Creek
030501020303,Lower Clark Creek
030501020401,Pott Creek
030501020402,Howards Creek
030501020403,Town of Startown-South Fork Catawba River
030501020501,Upper Indian Creek
030501020502,Lower Indian Creek
030501020503,Beaverdam Creek
030501020504,Sulphur Branch-South Fork Catawba River
030501020601,Hoyle Creek
030501020602,Upper Long Creek
030501020603,Lower Long Creek
030501020604,Coley Creek-South Fork Catawba River
030501020605,Duharts Creek-South Fork Catawba River
030501030101,Irwin Creek
030501030102,Little Sugar Creek
030501030103,Upper Sugar Creek
030501030104,Irvins Creek
030501030105,Fourmile Creek
030501030106,McMullen Creek
030501030107,McAlpine Creek
030501030108,Steele Creek
030501030109,Lower Sugar Creek
030501030201,West Fork Twelvemile Creek
030501030202,East Fork Twelvemile Creek
030501030203,Sixmile Creek
030501030204,Twelvemile Creek
030501030301,Camp Creek-Cane Creek
030501030302,Headwaters Cane Creek
030501030303,Bear Creek-Cane Creek
030501030304,Gills Creek-Cane Creek
030501030305,Outlet Cane Creek-Catawba River
030501030401,Tools Fork
030501030402,Headwaters Fishing Creek-Catawba River
030501030403,Stony Fork
030501030404,Conrad Creek
030501030405,Upper South Fork-Fishing Creek
030501030406,Lower South Fork-Fishing Creek
030501030407,Upper Fishing Creek-Catawba River
030501030408,Tinkers Creek-Fishing Creek
030501030409,Middle Fishing Creek-Catawba River
030501030410,Lower Fishing Creek-Catawba River
030501030501,Barbers Creek
030501030502,Upper Rocky Creek-Catawba River
030501030503,Beaverdam Creek-Rocky Creek
030501030504,Little Rocky Creek
030501030505,Lower Rocky Creek-Catawba River
030501030601,Big Dutchman Creek
030501030602,Burgis Creek-Catawba River
030501030603,Waxhaw Creek
030501030604,Sixmile Creek-Catawba River
030501030605,Camp Creek-Catawba River
030501030606,Fishing Creek Reservoir-Catawba River
030501040101,Cedar Creek-Catawba River
030501040102,Minton Creek
030501040103,Little Wateree Creek
030501040104,Upper Big Wateree Creek
030501040105,Lower Big Wateree Creek
030501040106,Headwaters Lake Wateree-Catawba River
030501040107,Singleton Creek
030501040108,Dutchmans Creek
030501040109,Beaver Creek-Catawba River
030501040110,White Oak Creek
030501040111,Lake Wateree-Catawba River
030501040201,Flat Rock Creek
030501040202,Grannies Quarter Creek
030501040203,Sawneys Creek
030501040204,Sanders Creek
030501040205,Rice Creek
030501040206,Sandy Branch
030501040207,Twentyfive Mile Creek
030501040208,Rocky Branch-Wateree River
030501040301,Upper Big Pine Tree Creek
030501040302,Lower Big Pine Tree Creek
030501040303,Town Creek-Wateree River
030501040304,Gillies Creek-Wateree River
030501040305,Swift Creek-Wateree River
030501040306,Little Rafting Creek
030501040307,Wateree River
030501040401,Upper Spears Creek
030501040402,Lower Spears Creek
030501040403,Upper Colonels Creek
030501040404,Lower Colonels Creek
030501040405,Robert Branch-Wateree River
030501040406,Wateree River
030501040407,Beech Creek-Wateree River
030501050101,Lake Summit-Green River
030501050102,Hungry River
030501050103,Cove Creek-Green River
030501050104,Lake Adger-Green River
030501050201,Walnut Creek
030501050202,Upper White Oak Creek
030501050203,Lower White Oak Creek
030501050204,Wheat Creek-Green River
030501050301,Headwaters Broad River
030501050302,Hickory Creek-Broad River
030501050303,Lake Lure-Broad River
030501050304,Cedar Creek
030501050305,Upper Cove Creek
030501050306,Lower Cove Creek
030501050307,Mountain Creek
030501050308,Knob Creek-Broad River
030501050309,Cleghorn Creek-Broad River
030501050401,Big Camp Creek
030501050402,Cane Creek
030501050403,Catheys Creek
030501050404,Headwaters Second Broad River
030501050405,Roberson Creek
030501050406,Webbs Creek-Second Broad River
030501050407,Hills Creek-Second Broad River
030501050501,Richardson Creek-Broad River
030501050502,Floyds Creek
030501050503,Big Horse Creek-Broad River
030501050504,Upper Sandy Run
030501050505,Lower Sandy Run
030501050506,Suck Creek-Broad River
030501050601,Headwaters First Broad River
030501050602,Brier Creek-First Broad River
030501050603,Wards Creek-First Broad River
030501050604,Hinton Creek
030501050605,Knob Creek
030501050606,Crooked Run Creek-First Broad River
030501050701,Brushy Creek
030501050702,Magness Creek-First Broad River
030501050703,Hickory Creek-First Broad River
030501050704,Beaverdam Creek
030501050705,Outlet First Broad River
030501050801,Headwaters Buffalo Creek
030501050802,Kings Mountain Reservoir-Buffalo Creek
030501050803,Muddy Fork
030501050804,Beason Creek-Buffalo Creek
030501050805,Outlet Buffalo Creek
030501050901,Headwaters Kings Creek
030501050902,Kings Creek
030501051001,Limestone Creek-Thicketty Creek
030501051002,Upper Thicketty Creek
030501051003,Gilkey Creek
030501051004,Lower Thicketty Creek
030501051101,Lake York-Clark Fork
030501051102,Upper Bullock Creek
030501051103,Lower Bullock Creek
030501051201,Upper North Pacolet River
030501051202,Middle North Pacolet River
030501051203,Lower North Pacolet River
030501051301,Upper South Pacolet River
030501051302,Lower South Pacolet River
030501051401,Upper Lawsons Fork Creek
030501051402,Lower Lawsons Fork Creek
030501051501,Buck Creek
030501051502,Upper Pacolet River
030501051503,Island Creek
030501051504,Middle Pacolet River
030501051505,Lower Pacolet River
030501051506,Outlet Pacolet River
030501051601,Ross Creek-Broad River
030501051602,Cherokee Creek
030501051603,Doolittle Creek-Broad River
030501051604,Abingdon Creek-Broad River
030501060101,Little Turkey Creek
030501060102,Upper Turkey Creek-Broad River
030501060103,Susybole Creek
030501060104,Mill Creek-Turkey Creek
030501060105,Lower Turkey Creek-Broad River
030501060201,Seeley Creek
030501060202,Upper Sandy River
030501060203,Brushy Fork Creek
030501060204,Little Sandy River
030501060205,Lower Sandy River
030501060301,Fanning Creek-Broad River
030501060302,Big Browns Creek
030501060303,Hughes Creek-Broad River
030501060304,Hobsons Creek
030501060305,Coxs Creek-Broad River
030501060401,Beaver Creek-Broad River
030501060402,Hellers Creek
030501060403,Monticello Reservoir
030501060404,Upper Cannons Creek
030501060405,Lower Cannons Creek
030501060406,Rocky Creek-Broad River
030501060501,Dumpers Creek
030501060502,Upper Little River-Broad River
030501060503,West Fork Little River
030501060504,Jackson Creek-Little River
030501060505,Mill Creek-Little River
030501060506,Middle Little River-Broad River
030501060507,Lower Little River-Broad River
030501060601,Cedar Creek-Big Cedar Creek
030501060602,Little Cedar Creek-Big Cedar Creek
030501060603,Big Cedar Creek
030501060701,Crims Creek
030501060702,Wateree Creek
030501060703,Mayo Creek-Broad River
030501060704,Hollinshead Creek
030501060705,Beasley Creek
030501060706,Upper Crane Creek
030501060707,Lower Crane Creek
030501060708,Nicholas Creek-Broad River
030501070101,Upper Middle Tyger River
030501070102,Beaverdam Creek-Middle Tyger River
030501070103,Lower Middle Tyger River
030501070201,Upper North Tyger River
030501070202,Middle North Tyger River
030501070203,Lower North Tyger River
030501070301,Headwaters South Tyger River
030501070302,Upper South Tyger River
030501070303,Middle South Tyger River
030501070304,Big Ferguson Creek
030501070305,Lower South Tyger River
030501070401,Headwaters Fairforest Creek
030501070402,Upper Fairforest Creek
030501070403,Kennedy Creek
030501070404,Sugar Creek-Fairforest Creek
030501070405,Middle Fairforest Creek
030501070406,Lower Fairforest Creek
030501070501,Jimmies Creek-Tyger River
030501070502,Dutchman Creek
030501070503,Upper Tyger River
030501070504,Middle Tyger River
030501070505,Tinker Creek-Tyger River
030501070506,Cane Creek-Tyger River
030501070507,Lower Tyger River
030501080101,Headwaters Enoree River
030501080102,Brushy Creek-Enoree River
030501080103,Gilder Creek
030501080104,Peters Creek-Enoree River
030501080105,Durbin Creek
030501080106,Boggy Creek-Enoree River
030501080201,Beaverdam Creek-Enoree River
030501080202,Warrior Creek
030501080203,Cedar Shoals Creek
030501080204,Twomile Creek-Enoree River
030501080205,Frenchman Creek-Enoree River
030501080206,Hills Creek-Enoree River
030501080301,Upper Duncan Creek
030501080302,South Fork-Duncan Creek
030501080303,Lower Duncan Creek
030501080401,Upper Indian Creek-Enoree River
030501080402,Gilders Creek
030501080403,Lower Indian Creek-Enoree River
030501080501,Kings Creek-Enoree River
030501080502,Outlet Enoree River
030501090101,Upper North Saluda River
030501090102,Lower North Saluda River
030501090201,Oolenoy River
030501090202,Upper South Saluda River
030501090203,Middle Saluda River
030501090204,Lower South Saluda River
030501090301,Doddies Creek-Saluda River
030501090302,Georges Creek-Saluda River
030501090303,Big Brushy Creek
030501090304,Hurricane Creek-Saluda River
030501090305,Grove Creek
030501090306,Big Creek-Saluda River
030501090307,Craven Creek-Saluda River
030501090401,Headwaters Reedy River
030501090402,Brushy Creek-Reedy River
030501090403,Huff Creek
030501090404,Laurel Creek-Reedy River
030501090501,South Rabon Creek
030501090502,North Rabon Creek
030501090503,Rabon Creek
030501090601,Horse Creek-Reedy River
030501090602,Martin Creek-Reedy River
030501090603,Long Lick Branch-Reedy River
030501090604,Outlet Reedy River
030501090701,Coronaca Creek
030501090702,Wilson Creek-Ninety Six Creek
030501090703,Henley Creek
030501090704,Ninety Six Creek
030501090801,Mountain Creek-Saluda River
030501090802,Broad Mouth Creek
030501090803,Upper Turkey Creek-Saluda River
030501090804,Lower Turkey Creek-Saluda River
030501090805,Little Creek-Saluda River
030501090806,Cane Creek-Saluda River
030501090807,Upper Lake Greenwood-Saluda River
030501090808,Lower Lake Greenwood-Saluda River
030501090901,Upper Little River-Saluda River
030501090902,North Creek
030501090903,Beaverdam Creek-Little River
030501090904,Simmons Creek
030501090905,Middle Little River-Saluda River
030501090906,Garrison Creek
030501090907,Mudlick Creek
030501090908,Lower Little River-Saluda River
030501091001,Upper Clouds Creek
030501091002,Beaverdam Creek-Clouds Creek
030501091003,Lower Clouds Creek
030501091101,Mine Creek
030501091102,Red Bank Creek-Little Saluda River
030501091103,Big Creek-Little Saluda River
030501091104,Upper Little Saluda River
030501091105,Lower Little Saluda River
030501091201,Halfway Swamp Creek-Bush River
030501091202,Terrapin Creek-Saluda River
030501091203,Beaverdam Creek-Bush River
030501091204,Upper Bush River
030501091205,Kinards Creek
